link,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/UlpB6K_jJCg"", ""Link"")",Episode content,18:19,EW10,08/18/1958,A,,1,1,classicsoapoperas
"=HYPERLINK(""https://youtu.be/rpGGAGTheKI"", ""Link"")",Episode,20:51,EW10,08/14/1959,A,,1,1,classicsoapoperas
"=HYPERLINK(""https://youtu.be/TPrmiyClBrU"", ""Link"")",Episode,21:33,EW10,08/21/1959,A,,1,1,classicsoapoperas
