link,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/6ulmxeXer1M"", ""Link"")",Have a seat,2:05,YR,02/04/2014,A,,1,1,bartko
"=HYPERLINK(""https://youtu.be/kJLTz_IVIW8"", ""Link"")",Jensen Buchanan,01:50,YR,01/01/2016,A,,1,1,eddiedrueding
