YouTube link,id,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/ERaYTUbDWN0"", ""Link"")",ERaYTUbDWN0,Leonardo Dicaprio On Santa Barbara,0:01:46,SB,01/01/1990,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/Ph3k1qYrA6Y"", ""Link"")",Ph3k1qYrA6Y,Cruz and Eden share a quiet moment,0:02:58,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/RVb6bV1MnMc"", ""Link"")",RVb6bV1MnMc,Cruz and Eden talk about her fears at Summerfest on Santa Barbara,0:03:42,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/M67b7Liurxs"", ""Link"")",M67b7Liurxs,Cruz calls Sophia searching for Eden,0:01:13,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/m_n3ccaSCvk"", ""Link"")",m_n3ccaSCvk,Cruz goes in search of Sophia,0:01:15,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/r5xnfdQFkOk"", ""Link"")",r5xnfdQFkOk,Cruz thinks of Eden while on a date with Nikki,0:02:50,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/DmKl46ZbUQg"", ""Link"")",DmKl46ZbUQg,"Cruz, Eden, Nikki and Mason at The Lair",0:02:38,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/yGdG4Evhv74"", ""Link"")",yGdG4Evhv74,"Eden finally wakes up after being shot up with ice, Cruz is by her side.",0:03:23,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/BaonP6uj0_4"", ""Link"")",BaonP6uj0_4,Eden returns home to see Nikki with Cruz,0:02:13,SB,1/1/1990,A,,1,1,bestoftk
"=HYPERLINK(""https://youtu.be/FmpU-EZlMII"", ""Link"")",FmpU-EZlMII,Promo,0:00:21,SB,1/1/1990,B,,1,1,chuckd79
"=HYPERLINK(""https://youtu.be/zcauhVZO2CU"", ""Link"")",zcauhVZO2CU,"Cruz and Eden ""The Game""",0:01:42,SB,1/1/1990,A,P_267badbc,1,2,bestoftk
