link,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/hjeuBNeNM8A"", ""Link"")",March 1990 - October 1990,30:42,AW,03/01/1990,A,P_7c255fe4,3,5,eddiedrueding
"=HYPERLINK(""https://youtu.be/AEl9vn1aJ9M"", ""Link"")",March 1990 - October 1990,30:19,AW,03/01/1990,A,P_7c255fe4,4,5,eddiedrueding
"=HYPERLINK(""https://youtu.be/n7Y7Fcnms1A"", ""Link"")",March 1990 - October 1990,02:21,AW,03/01/1990,A,P_7c255fe4,5,5,eddiedrueding
"=HYPERLINK(""https://youtu.be/oCLFE7kp7kA"", ""Link"")",Rachel and the Stranger,17:39,AW,03/01/1990,A,P_95daa5df,1,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/3vKKIJXDkJ0"", ""Link"")",Rachel and the Stranger,12:08,AW,03/01/1990,A,P_95daa5df,2,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/tFVFP_-S3jo"", ""Link"")",Rachel and the Stranger,11:52,AW,03/01/1990,A,P_95daa5df,3,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/CsVPOBkp3N8"", ""Link"")",It's something more than that,17:39,AW,03/01/1990,A,P_e2d125c8,1,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/HByVFPR2YOs"", ""Link"")",It's something more than that,11:39,AW,03/01/1990,A,P_e2d125c8,2,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/PZSzWTYEK7E"", ""Link"")",It's something more than that,12:35,AW,03/01/1990,A,P_e2d125c8,3,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/S1qYMsI_5K4"", ""Link"")",Jamie's Homecoming,15:55,AW,03/01/1990,A,P_f60b0351,1,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/-cqm6vwmGt8"", ""Link"")",Jamie's Homecoming,16:01,AW,03/01/1990,A,P_f60b0351,2,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/V4BgUZB0SSM"", ""Link"")",Jamie's Homecoming,9:50,AW,03/01/1990,A,P_f60b0351,3,3,veggieburgermeister
"=HYPERLINK(""https://youtu.be/jffBsXW9MSA"", ""Link"")",Episode,1:00:06,AW,3/2/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/WQlYU4Lxmyw"", ""Link"")",Episode,1:00:03,AW,3/5/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/1NjBmuFXG8s"", ""Link"")",Episode,1:00:02,AW,3/6/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/INxreyEqQIM"", ""Link"")",Episode,1:00:06,AW,3/7/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/A8Et-1kK85Q"", ""Link"")",Episode,59:54:00,AW,3/8/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/t7Dn4vRCK-4"", ""Link"")",Episode,1:00:11,AW,3/9/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/puxu8qXm-VA"", ""Link"")",Episode,59:49:00,AW,3/12/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/kVbYOdRSxu4"", ""Link"")",Episode,1:01:20,AW,3/13/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/gWvvvxvt_HU"", ""Link"")",Episode,57:39:00,AW,3/14/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/gaPMJPMdSVk"", ""Link"")",Episode,59:52:00,AW,3/15/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/CT4AyMZR--0"", ""Link"")",Episode,59:51:00,AW,3/16/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/X8fWM9BZgiw"", ""Link"")",Episode,59:52:00,AW,3/19/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/5AWFaqMlsKo"", ""Link"")",Episode,59:52:00,AW,3/20/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/Mvh1zizhcBc"", ""Link"")",Episode,59:50:00,AW,3/21/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/U2t19-kGJMo"", ""Link"")",Episode,59:55:00,AW,3/22/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/DeepAxY-A3w"", ""Link"")",Episode,59:52:00,AW,3/23/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/SiDhbMRu-30"", ""Link"")",Episode,59:56:00,AW,3/26/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/uN-efs_DxlU"", ""Link"")",Episode,1:01:03,AW,3/27/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/oYVuVqtHdWw"", ""Link"")",Episode,59:51:00,AW,3/28/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/GWndXSp8TgE"", ""Link"")",Episode,1:00:12,AW,3/29/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/HGp9HPZS6ME"", ""Link"")",Episode,1:00:12,AW,3/29/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/FtTGejo1I-k"", ""Link"")",Episode,59:51:00,AW,3/30/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/DMwH2En3V5o"", ""Link"")",Sharlene's Behavior Puzzles Her Family,06:50,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/qm9LvZ4_3Xc"", ""Link"")",Advice On Love From Felicia Gallant,42:28,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/K-CQ7xF0JUc"", ""Link"")",Around the Bend,42:32,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/cX4RK271pkQ"", ""Link"")",A Crisis Unites Michael and Donna,9:28,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/jp8dqSXP5ws"", ""Link"")",Some Kind of Trouble,42:29,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/kiDIhHPvQyA"", ""Link"")",Donna Will Do Anything,7:41,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/pNLnhlHL5pM"", ""Link"")",I've decided to ask marry to Frankie me. ,2:47,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/pwPS_BF_wlI"", ""Link"")",The Best Kind of Disaster,42:28,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/eCeAr_MxVoo"", ""Link"")",You Can't Have Everything,41:39,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/p84BfM42lAw"", ""Link"")",Shifting the Blame,42:29,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/l9Pcgonh1kg"", ""Link"")",Believe Me I Lied,42:22,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/D55OOMy-NOo"", ""Link"")",Like It Never Happened,42:33,AW,04/01/1990,A,,1,1,veggieburgermeister
"=HYPERLINK(""https://youtu.be/bw3FlBNCrgA"", ""Link"")",Episode,59:54:00,AW,4/2/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/9u1rejiH08A"", ""Link"")",Episode,59:55:00,AW,4/3/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/Erkxc7RX3cg"", ""Link"")",Episode,59:54:00,AW,4/4/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/aCGBr_wteWg"", ""Link"")",Episode,1:00:13,AW,4/5/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/rR5pvGcM-iM"", ""Link"")",Episode,59:53:00,AW,4/6/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/YVMmDlcMzwg"", ""Link"")",Episode,59:51:00,AW,4/9/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/SDK6ryXMPdY"", ""Link"")",Robin and Rowdy,08:07,AW,04/10/1990,A,,1,1,markanderson
"=HYPERLINK(""https://youtu.be/Avm3GMUCguk"", ""Link"")",Episode,59:50:00,AW,4/10/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/BkEqdrM5qU0"", ""Link"")",Episode,59:54:00,AW,4/11/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/gc_s9rF5TtU"", ""Link"")",Episode,1:00:37,AW,4/12/1990,A,,1,1,eddiedrueding
"=HYPERLINK(""https://youtu.be/HN61mGslRdI"", ""Link"")",Episode,59:49:00,AW,4/13/1990,A,,1,1,eddiedrueding
