id,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/d6Sh7LIzkAQ"", ""Link"")",Maura West Daytime Emmy Reel,32:15,EMMY,06/17/2007,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/tovYtj-JboU"", ""Link"")",Genie Francis Daytime Emmy Reel,37:54,EMMY,06/17/2007,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/rET33TUefxY"", ""Link"")",Jennifer Landon Daytime Emmy Reel,20:42,EMMY,06/17/2007,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/ijhmscB6b2Q"", ""Link"")",Gina Tognoni - Guiding Light Daytime Emmy Reel,21:45,EMMY,6/17/2008,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/MWpvLZ2Hy7s"", ""Link"")",Jennifer Landon Daytime Emmy Reel,25:23,EMMY,06/20/2008,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/zs1LbnjpK_c"", ""Link"")",Jeanne Cooper Daytime Emmy Reel,06:13,EMMY,06/20/2008,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/aQei8Y8EVFs"", ""Link"")",Julie Berman Daytime Emmy Reel,09:22,EMMY,08/30/2009,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/OxjUN5a6Hno"", ""Link"")",Susan Haskell Daytime Emmy Reel,12:53,EMMY,08/30/2009,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/Bk2ayPDBGEw"", ""Link"")",Emmys General Hospital Montage,00:16,EMMY,10/10/2010,A,,1,1,luckibelle
"=HYPERLINK(""https://youtu.be/dR_puLWrWdo"", ""Link"")","Susan Lucci, Erika Slezak, Mathison",3:43,EMMY,06/17/2012,A,,1,1,obsessedjarlenafan
