link,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/037bCoZSDKw"", ""Link"")",Episode content,14:22,FHY,01/01/1952,A,,1,1,robwargo
"=HYPERLINK(""https://youtu.be/FJIL6cG3KDE"", ""Link"")",Episode content,14:28,FHY,01/01/1952,A,,1,1,sabucat_productions
