id,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/HX0X7qub2dc"", ""Link"")",Opening,0:31,RH,11/05/1976,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/DoLL9v04hT4"", ""Link"")",Episode,21:54,RH,11/08/1976,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/Jv0RgNrFTFI"", ""Link"")",Eplisode clip,07:37,RH,11/30/1976,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/VZCU0ndwcDg"", ""Link"")",Minisode,13:55,RH,01/01/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/RzEkrDfb3YY"", ""Link"")",Betty Buckley,03:14,RH,01/01/1977,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/RaEHhuzFUYc"", ""Link"")",James Naughton On Ryans Hope,04:02,RH,01/01/1977,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/8QeYdpaN8Ck"", ""Link"")",Episode,05:04,RH,02/04/1977,A,P_ad2c4697,1,2,disabled1955
"=HYPERLINK(""https://youtu.be/THtX-N73yyI"", ""Link"")",Episode,09:55,RH,02/04/1977,A,P_ad2c4697,2,2,disabled1955
"=HYPERLINK(""https://youtu.be/izZ4zK_6_Ao"", ""Link"")",Episode,7:49,RH,02/07/1977,A,P_7dc8058b,1,2,disabled1955
"=HYPERLINK(""https://youtu.be/f9s2pdyg33Q"", ""Link"")",Episode,6:24,RH,02/07/1977,A,P_7dc8058b,2,2,disabled1955
"=HYPERLINK(""https://youtu.be/qBeolX4cXIo"", ""Link"")",Episodes,10:52,RH,02/08/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/SOBXRODNNCA"", ""Link"")",Eplisode clip,4:34,RH,03/08/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/WSREQfZyo_Y"", ""Link"")",Michael Beck on Ryan's Hope,1:27,RH,6/1/1977,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/WKjmL9uNTFg"", ""Link"")",Clip #24,06:42,RH,08/01/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/r2tkvZsa8BI"", ""Link"")",Clip #25b,08:53,RH,09/01/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/aUw-aEI9al8"", ""Link"")",Clip #25a,06:49,RH,09/01/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/bXpvoVVDhu4"", ""Link"")",Clip #26,4:24,RH,10/01/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/B48-5JFfhFs"", ""Link"")",Clip #27,06:36,RH,11/01/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/TPznIJVM17c"", ""Link"")",Clip #28,07:49,RH,12/01/1977,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/WyRSrSLcN-Y"", ""Link"")",Clip #30,07:12,RH,01/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/SBClf-PQ0EI"", ""Link"")",Closing,0:30,RH,01/01/1978,B,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/TEJ5GSCZEeA"", ""Link"")",Pat Ryan High On Crystal Meth (Then Known As Ice),3:27,RH,01/01/1978,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/RZnWM4WOsm0"", ""Link"")",Clip #31,4:57,RH,02/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/x_0x1-YGNfE"", ""Link"")",Clip #32,09:02,RH,03/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/bhaF2_cuLmM"", ""Link"")",Clip #33b,7:53,RH,04/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/cP_Dc4uhkEg"", ""Link"")",Clip #33a,8:00,RH,04/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/sRucNDAQ_Ak"", ""Link"")",Clip #34,05:51,RH,05/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/oLTOlTxlSx0"", ""Link"")",Clip #35,08:35,RH,06/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/HWOas3PKiLQ"", ""Link"")",Clip #36,07:04,RH,07/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/IKZUJz2MR1o"", ""Link"")",Clip #37b,02:48,RH,08/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/ZrFjcfIk5cM"", ""Link"")",Clip #37a,10:00,RH,08/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/74w-uN-hqUw"", ""Link"")",Clip #23b,4:30,RH,08/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/VtuTj-6K2mo"", ""Link"")",Clip #23a,08:18,RH,08/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/whQDdVO4wtY"", ""Link"")",Clip #38,7:51,RH,09/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/YuInIeFtuNI"", ""Link"")",Clip # 29,3:31,RH,09/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/C3spIRl1iNw"", ""Link"")",Clip #39,08:16,RH,10/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/0Nk43byjpjU"", ""Link"")",Clip #40,08:00,RH,11/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/DQuwg34f6VU"", ""Link"")",Preview and Production Closing,02:09,RH,11/01/1978,B,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/_zfVLgUcBa0"", ""Link"")",Cast Closing,0:41,RH,11/01/1978,B,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/y4iXNWbuB60"", ""Link"")",Clip #42a,9:55,RH,11/23/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/NoL6h2MhbWE"", ""Link"")",Clip #42c,4:40,RH,11/27/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/gP4FXJirWdQ"", ""Link"")",Clip #42b,11:00,RH,11/27/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/5nZpifsqsWU"", ""Link"")",Clip #43,8:33,RH,11/28/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/eZ0eurg7aQ4"", ""Link"")",Clip #44,09:35,RH,11/29/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/BLRiiGBVC4E"", ""Link"")",Clip #45,09:50,RH,12/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/_msUzIfePos"", ""Link"")",Clip #41,9:58,RH,12/01/1978,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/o1kXeBd5qVw"", ""Link"")",Clip #63,04:39,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/u23-IKZfnIA"", ""Link"")",Clip #62,7:13,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/0ptHhiNWNxc"", ""Link"")",Clip #61b,8:51,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/B72mWnbq28w"", ""Link"")",Clip #61a,06:52,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/_fq4pUtTka4"", ""Link"")",Clip #60,10:48,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/pQLnfxBJiO4"", ""Link"")",Cast Closing,0:42,RH,01/01/1979,B,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/xEvSLlyBlLc"", ""Link"")",Clip #59,06:36,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/zxzQE3GATRM"", ""Link"")",Clip #58,08:12,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/2hLZ1YunyMc"", ""Link"")",Clip #57,07:46,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/BDPK_5OuoXQ"", ""Link"")",Clip #56,08:30,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/3BriXqGc20o"", ""Link"")",Clip #55,4:20,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/5gzKd0xxnfY"", ""Link"")",Clip #54,04:36,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/OuUBdYQOzTY"", ""Link"")",RH Closings,1:23,RH,01/01/1979,B,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/F4BcxZ0pRQo"", ""Link"")",Clip #51,3:52,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/_24BEN2K5F8"", ""Link"")",Clip: 49a,6:38,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/2g90buZLFXU"", ""Link"")",Clip #49b,4:40,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/9lB9ySxV5Oo"", ""Link"")",Clip #49,04:19,RH,01/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/FZeS6kS85uY"", ""Link"")",Nell Carter,6:38,RH,01/01/1979,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/UHGEfyoszng"", ""Link"")",Ron Perlman,4:54,RH,01/01/1979,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/ukeMPvYvt4A"", ""Link"")",Kelsey Grammer,1:24,RH,01/01/1979,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/pq-i4LoA5UI"", ""Link"")",Episode,5:43,RH,01/01/1979,A,P_3c18c512,1,3,disabled1955
"=HYPERLINK(""https://youtu.be/8W0-7PYbX1o"", ""Link"")",Episode,04:34,RH,01/01/1979,A,P_3c18c512,2,3,disabled1955
"=HYPERLINK(""https://youtu.be/8o74oCrFJP4"", ""Link"")",Episode,09:32,RH,01/01/1979,A,P_3c18c512,3,3,disabled1955
"=HYPERLINK(""https://youtu.be/jovuQ1tjksY"", ""Link"")",Clip #50,07:24,RH,02/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/unDd8e8qFtk"", ""Link"")",Closing,01:17,RH,03/01/1979,B,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/EFgzj938UAE"", ""Link"")",Clip #52,09:56,RH,03/02/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/mAzcir5-JJ8"", ""Link"")",Clip #53,4:38,RH,04/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/oeFLaY35TNE"", ""Link"")",Ron Perlman,01:30,RH,07/01/1979,A,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/VIIIje6G1nc"", ""Link"")",The Mob and Prince Albert,01:26:49,RH,12/01/1979,A,P_c0bcf9ff,01,21,artax84z
"=HYPERLINK(""https://youtu.be/iQDv-51L-1M"", ""Link"")",The Mob and Prince Albert,01:27:15,RH,12/01/1979,A,P_c0bcf9ff,02,21,artax84z
"=HYPERLINK(""https://youtu.be/n9Py0O-ljl4"", ""Link"")",The Mob and Prince Albert,01:27:27,RH,12/01/1979,A,P_c0bcf9ff,03,21,artax84z
"=HYPERLINK(""https://youtu.be/ug_CKij-jBQ"", ""Link"")",The Mob and Prince Albert,01:26:44,RH,12/01/1979,A,P_c0bcf9ff,04,21,artax84z
"=HYPERLINK(""https://youtu.be/51-ncgnu_l0"", ""Link"")",The Mob and Prince Albert,01:27:28,RH,12/01/1979,A,P_c0bcf9ff,05,21,artax84z
"=HYPERLINK(""https://youtu.be/SYd4knJDZL0"", ""Link"")",The Mob and Prince Albert,01:27:00,RH,12/01/1979,A,P_c0bcf9ff,06,21,artax84z
"=HYPERLINK(""https://youtu.be/qLTO9oayTsE"", ""Link"")",The Mob and Prince Albert,44:04,RH,12/01/1979,A,P_c0bcf9ff,07,21,artax84z
"=HYPERLINK(""https://youtu.be/CMP322REtAc"", ""Link"")",The Mob and Prince Albert,03:25,RH,12/01/1979,A,P_c0bcf9ff,08,21,artax84z
"=HYPERLINK(""https://youtu.be/ArVkbko2NGo"", ""Link"")",The Mob and Prince Albert,01:27:10,RH,12/01/1979,A,P_c0bcf9ff,09,21,artax84z
"=HYPERLINK(""https://youtu.be/EaHDE8iMCEg"", ""Link"")",The Mob and Prince Albert,01:27:06,RH,12/01/1979,A,P_c0bcf9ff,10,21,artax84z
"=HYPERLINK(""https://youtu.be/nc9Tq5Cq_bg"", ""Link"")",The Mob and Prince Albert,01:27:22,RH,12/01/1979,A,P_c0bcf9ff,11,21,artax84z
"=HYPERLINK(""https://youtu.be/wBZomw94lKE"", ""Link"")",The Mob and Prince Albert,28:06,RH,12/01/1979,A,P_c0bcf9ff,12,21,artax84z
"=HYPERLINK(""https://youtu.be/tNnSCM9w4TQ"", ""Link"")",The Mob and Prince Albert,01:26:54,RH,12/01/1979,A,P_c0bcf9ff,13,21,artax84z
"=HYPERLINK(""https://youtu.be/FJKYzw6X6DY"", ""Link"")",The Mob and Prince Albert,01:27:25,RH,12/01/1979,A,P_c0bcf9ff,14,21,artax84z
"=HYPERLINK(""https://youtu.be/eN54l_k7D6w"", ""Link"")",The Mob and Prince Albert,01:27:12,RH,12/01/1979,A,P_c0bcf9ff,15,21,artax84z
"=HYPERLINK(""https://youtu.be/zRtHXyMz1T8"", ""Link"")",The Mob and Prince Albert,01:27:20,RH,12/01/1979,A,P_c0bcf9ff,16,21,artax84z
"=HYPERLINK(""https://youtu.be/ow3f-OhFMRA"", ""Link"")",The Mob and Prince Albert,01:26:41,RH,12/01/1979,A,P_c0bcf9ff,17,21,artax84z
"=HYPERLINK(""https://youtu.be/Wz854-hqNoE"", ""Link"")",The Mob and Prince Albert,01:27:27,RH,12/01/1979,A,P_c0bcf9ff,18,21,artax84z
"=HYPERLINK(""https://youtu.be/jRn1PnceNiQ"", ""Link"")",The Mob and Prince Albert,01:27:20,RH,12/01/1979,A,P_c0bcf9ff,19,21,artax84z
"=HYPERLINK(""https://youtu.be/diNGSAeWLkU"", ""Link"")",The Mob and Prince Albert,01:27:00,RH,12/01/1979,A,P_c0bcf9ff,20,21,artax84z
"=HYPERLINK(""https://youtu.be/ZixKdJxxLVI"", ""Link"")",The Mob and Prince Albert,01:04:44,RH,12/01/1979,A,P_c0bcf9ff,21,21,artax84z
"=HYPERLINK(""https://youtu.be/WQWOHijhg_w"", ""Link"")",Lance Henriksen,2:45,RH,01/01/1980,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/Drb5S3-dgCQ"", ""Link"")",Oscar Winner Joan Fontaine,12:58,RH,01/01/1980,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/kSV47eQ5nU0"", ""Link"")",Maxwell Caulfield,3:53,RH,01/01/1980,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/bcPbmf7RTIQ"", ""Link"")",Promo - Ryan's Hope Enters The 1980s,0:37,RH,1/1/1980,B,,1,1,fyi
"=HYPERLINK(""https://youtu.be/GZot9_guJHo"", ""Link"")",Opening,0:31,RH,02/29/1980,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/N258N1DQlGg"", ""Link"")",Opening,0:31,RH,03/03/1980,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/9TXjywtkHuo"", ""Link"")",Morgan Freeman,3:12,RH,01/01/1981,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/gUScWvyDvGg"", ""Link"")",Episode,30:01:00,RH,02/01/1981,A,,1,1,edynsanchez
"=HYPERLINK(""https://youtu.be/5Xri7zzMPSo"", ""Link"")",Opening Theme,0:33,RH,06/01/1981,B,,1,1,garrett
"=HYPERLINK(""https://youtu.be/zJu8kQJ56D8"", ""Link"")",Promo - Joe and Siobhan,0:31,RH,1/1/1982,B,,1,1,fyi
"=HYPERLINK(""https://youtu.be/F0MtkJdyXbk"", ""Link"")",Mary Page Keller - Ryan's Hope Promos,1:31,RH,6/1/1982,B,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/2BJiH6wdCWg"", ""Link"")",Fisher Stevens,3:44,RH,01/01/1983,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/9dstgEukqac"", ""Link"")",Corbin Bernsen,03:45,RH,01/01/1983,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/A-rsW22Pw8g"", ""Link"")",Jerry Orbach,3:08,RH,01/01/1983,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/6OFBgBhEPbY"", ""Link"")",Closing theme,2:10,RH,01/01/1983,B,,1,1,edynsanchez
"=HYPERLINK(""https://youtu.be/N7HgujK3ay0"", ""Link"")",Promo - When Mary Ryan Returned From The Dead,0:45,RH,1/1/1983,B,,1,1,fyi
"=HYPERLINK(""https://youtu.be/HkD6JdeiFvI"", ""Link"")",Opening,0:32,RH,1/1/1983,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/_qsI-QFtawE"", ""Link"")",Opening,0:31,RH,03/14/1983,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/KxEi6KPffCE"", ""Link"")",Jimmy Smits on Ryan's Hope,0:40,RH,6/1/1983,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/iDnF6OWPKrU"", ""Link"")",Opening,0:31,RH,08/22/1983,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/GxTtwOwy0oc"", ""Link"")",Opening,0:31,RH,11/08/1983,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/QcLFcF8_5qg"", ""Link"")",closing from 1984,01:53,RH,01/01/1984,B,,1,1,chucksnitchler
"=HYPERLINK(""https://youtu.be/IuBhQw5UE8s"", ""Link"")",Closing Credits,01:25,RH,01/01/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/R5Vzapn7aHw"", ""Link"")",Closing Credits,01:25,RH,01/01/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/ALWE2wOS66s"", ""Link"")",Closing - announcer free,1:52,RH,1/1/1984,B,,1,1,chucksnitchler
"=HYPERLINK(""https://youtu.be/Bo7RSNUWCXo"", ""Link"")",Closing - announcer free,1:59,RH,1/11/1984,B,,1,1,chucksnitchler
"=HYPERLINK(""https://youtu.be/kBwmthvjiE8"", ""Link"")",Opening,0:32,RH,03/16/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/LTJ3tsTiCds"", ""Link"")",Closing Credits,00:59,RH,03/19/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/tVFkmrhfVhM"", ""Link"")",Opening,0:31,RH,03/19/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/RZMIeDOFJ_g"", ""Link"")",Episode,20:56,RH,06/01/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/0rIB-S_KXd8"", ""Link"")",Closing,0:22,RH,08/01/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/ICywD2fqyv4"", ""Link"")",Opening,0:31,RH,09/01/1984,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/BNPaIqzYmQw"", ""Link"")",Kelly Bishop and Christian Slater,2:39,RH,01/01/1985,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/JcLOi1HAijQ"", ""Link"")",Geoffrey Pierson Fired and Replaced In 24 hrs,5:34,RH,1/1/1985,A,,1,1,fyi
"=HYPERLINK(""https://youtu.be/O4Ein7d2mS8"", ""Link"")",Gilmore Girls Emily Gilmore as a maid on Ryan's Hope,0:52,RH,6/1/1985,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/xqAFsIMSgEM"", ""Link"")",Episode,17:52,RH,6/18/1985,A,,1,1,jimmuneco
"=HYPERLINK(""https://youtu.be/tqPFjxQn9ts"", ""Link"")",Episode,22:19,RH,6/20/1985,A,,1,1,jimmuneco
"=HYPERLINK(""https://youtu.be/a3e4rEOnaKs"", ""Link"")",Opening,0:31,RH,06/28/1985,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/eu2SW4Midog"", ""Link"")",Opening,0:31,RH,09/30/1985,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/Az5NYqiO-Sc"", ""Link"")",Episode,20:07,RH,10/01/1985,A,,1,1,classicsoapoperas
"=HYPERLINK(""https://youtu.be/x7KKFm2wgNs"", ""Link"")",Opening,0:31,RH,10/01/1985,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/3fkHzPNluCg"", ""Link"")",Grant Show  ABC Promo 1986,0:30,RH,01/01/1986,B,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/AVH20GwXsqA"", ""Link"")",Nancy Giles,1:33,RH,01/01/1986,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/kxOHfCPenWQ"", ""Link"")",Promo - Delia Is Back!,0:30,RH,1/1/1986,B,,1,1,fyi
"=HYPERLINK(""https://youtu.be/JdqMTkhzos4"", ""Link"")",Opening,0:31,RH,01/17/1986,B,,1,1,ryanshope
"=HYPERLINK(""https://youtu.be/M8f7wIl2uyc"", ""Link"")",Marg Helgenberger Ryan's Hope Promos,8:35,RH,6/1/1986,B,,1,1,theystartedonsoaps
