link,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/hGLUMr_6moE"", ""Link"")",Holiday promo,0:00:16,GH,12/12/1994,B,,1,1,chuckd79
"=HYPERLINK(""https://youtu.be/ulrXFpSG6Qo"", ""Link"")",Mac and Robin,0:03:05,GH,01/01/1995,A,,1,1,ackgh73994
"=HYPERLINK(""https://youtu.be/RyWT5SYaHlA"", ""Link"")",Eddie Maine Performs,0:02:31,GH,01/01/1995,A,,1,1,ackgh73994
"=HYPERLINK(""https://youtu.be/PKX_bJDZNLE"", ""Link"")",Stone Cates death,0:10:52,GH,1/1/1995,A,,1,1,generalhospitalexposed
"=HYPERLINK(""https://youtu.be/Xb67wNj72ys"", ""Link"")",Promo,0:00:16,GH,1/1/1995,B,,1,1,chuckd79
"=HYPERLINK(""https://youtu.be/Vmdy0WtKjYU"", ""Link"")",Ending credits,0:06:54,GH,01/01/1995,B,,1,1,soapfoxkirby
"=HYPERLINK(""https://youtu.be/rN8DddPVZqo"", ""Link"")",Opening Credits,0:00:45,GH,04/01/1995,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/hX0maTRGopc"", ""Link"")",Episode content,0:07:29,GH,11/27/1995,A,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/zrGMRtQcT-k"", ""Link"")",Opening Credits,0:00:58,GH,11/27/1995,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/qoux7JWm3uo"", ""Link"")",The Qs find out AJ's been drinking 12-28-1995,0:12:48,GH,12/28/1995,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/bxe8BfGjNos"", ""Link"")",Jason Q's Accident 12-29-1995,0:10:59,GH,12/29/1995,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/6eoMMzV8-y0"", ""Link"")",Promo,0:00:31,GH,1/1/1996,B,,1,1,chuckd79
"=HYPERLINK(""https://youtu.be/m1o6Iy4jx34"", ""Link"")",Brenda Visits Jason in the Hospital 1-12-1996,0:09:04,GH,01/12/1996,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/yJ7bRQMVSuE"", ""Link"")",Jason Wakes Up to Robin 1-19-1996,0:06:10,GH,01/19/1996,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/WSqtOdD6JHg"", ""Link"")",Jason Rides Motorcycle into Q House  3-7-1996,0:13:22,GH,03/07/1996,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/dJocp8OvsCs"", ""Link"")",Jason meets Robin on the Bridge 3-14-1996,0:06:35,GH,03/14/1996,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/tPOJ7MXNc30"", ""Link"")",Jason and Robin Go For A Ride 3-19-1996,0:10:24,GH,03/19/1996,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/0c27japAQMA"", ""Link"")",Episode - Bobbie Wants To Find Her Daughter,0:44:51,GH,04/05/1996,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/D-xQm4WOMlU"", ""Link"")",Closing Credits,0:00:32,GH,05/31/1996,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/VHQ9LFfwh-Q"", ""Link"")",Opening Credits,0:00:53,GH,05/31/1996,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/eOSHNQCoBKw"", ""Link"")",Episode - Bobbie Catches Carly looking through her things,0:45:21,GH,06/27/1996,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/MivbkPtEFoI"", ""Link"")",Steve Hardy's death,0:16:34,GH,07/16/1996,A,P_9f8387d9,1,4,ackgh73994
"=HYPERLINK(""https://youtu.be/UO7Y4I3y2YE"", ""Link"")",Steve Hardy's death,0:19:30,GH,07/16/1996,A,P_9f8387d9,2,4,ackgh73994
"=HYPERLINK(""https://youtu.be/8K3lxc30LfA"", ""Link"")",Steve Hardy's death,0:37:49,GH,07/16/1996,A,P_9f8387d9,3,4,ackgh73994
"=HYPERLINK(""https://youtu.be/GgOhlYc-fDE"", ""Link"")",Steve Hardy's death,0:14:29,GH,07/16/1996,A,P_9f8387d9,4,4,ackgh73994
"=HYPERLINK(""https://youtu.be/qPZgLf3yHw8"", ""Link"")",General Hospital | The Return Of Tracy Quartermaine,0:02:36,GH,07/26/1996,A,,1,1,novelasdomundo
"=HYPERLINK(""https://youtu.be/VkC3hYjyVZo"", ""Link"")",Episode -  Bobbies Surprise Birthday Party,1:17:28,GH,08/01/1996,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/InqO_HkDf_w"", ""Link"")",Opening Credits,0:00:54,GH,09/01/1996,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/6h5-SlimzsI"", ""Link"")",Episode content,0:10:28,GH,09/01/1996,A,P_f4290f5a,1,2,carmaker1
"=HYPERLINK(""https://youtu.be/4A0kHdXr6Uk"", ""Link"")",Episode content,0:05:42,GH,09/01/1996,A,P_f4290f5a,2,2,carmaker1
"=HYPERLINK(""https://youtu.be/AdX_q6XFT3s"", ""Link"")",Episode - Bobbie Catches Tony and Carly In Bed,1:21:12,GH,10/14/1996,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/HEX1ztWxoO8"", ""Link"")",Episode content,0:08:14,GH,10/17/1996,A,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/F7qo7qoFFPY"", ""Link"")",Episode - Bobbie and  Stefan Cassadine Get Married,0:45:37,GH,12/05/1996,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/2wjcxWkd99Y"", ""Link"")",Episode - Twist of Fate,0:45:21,GH,12/14/1996,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/XV97qAnOcHY"", ""Link"")",Christmas,0:08:50,GH,12/24/1996,A,P_ebf49a0b,1,5,ackgh73994
"=HYPERLINK(""https://youtu.be/lUc7YP3mLt4"", ""Link"")",Christmas,0:10:04,GH,12/24/1996,A,P_ebf49a0b,2,5,ackgh73994
"=HYPERLINK(""https://youtu.be/WdFVLfWN8vo"", ""Link"")",Christmas,0:07:22,GH,12/24/1996,A,P_ebf49a0b,3,5,ackgh73994
"=HYPERLINK(""https://youtu.be/grml0rlnvDc"", ""Link"")",Christmas,0:06:58,GH,12/24/1996,A,P_ebf49a0b,4,5,ackgh73994
"=HYPERLINK(""https://youtu.be/C-5LLQtkmwA"", ""Link"")",Christmas,0:04:22,GH,12/24/1996,A,P_ebf49a0b,5,5,ackgh73994
"=HYPERLINK(""https://youtu.be/Raorb4277LU"", ""Link"")",Brian d'Arcy James Plays Ned Ashton,0:01:55,GH,01/01/1997,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/Xx9TmKv4gPU"", ""Link"")",Liz and Lucky Before/After Sonny and Brenda's wedding,0:02:11,GH,01/01/1997,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/CkiXSf4ulGU"", ""Link"")",Audrey lays down the ground rules for Liz,0:09:21,GH,01/01/1997,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/PSKHVbLlqMs"", ""Link"")",Liz gets jealous of Lucky and Sarah's concert date,0:05:27,GH,01/01/1997,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/aVyMts2l_hs"", ""Link"")",Liz meets Nik,0:07:30,GH,01/01/1997,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/338dnZ2l5Ug"", ""Link"")",Patrick OConnell on General Hospit,0:04:31,GH,01/01/1997,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/Hgc9PSBiDWI"", ""Link"")",Liz and Lucky go after Sarah,0:03:22,GH,01/01/1997,A,P_a92005a4,1,2,jonobeckyll2
"=HYPERLINK(""https://youtu.be/FnCoKCbeDxI"", ""Link"")",Liz and Lucky go after Sarah,0:07:53,GH,01/01/1997,A,P_a92005a4,2,2,jonobeckyll2
"=HYPERLINK(""https://youtu.be/fdA0rojrhtQ"", ""Link"")",Liz and Lucky meet,0:09:41,GH,01/01/1997,A,P_fbe14ff0,1,2,gasux216
"=HYPERLINK(""https://youtu.be/juy0Mm9zf4A"", ""Link"")",Liz and Lucky meet,0:04:38,GH,01/01/1997,A,P_fbe14ff0,2,2,gasux216
"=HYPERLINK(""https://youtu.be/6lfFJ7P5f_s"", ""Link"")",Opening Credits,0:00:55,GH,06/04/1997,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/AhFcyqPMX54"", ""Link"")",Episode content,0:10:01,GH,06/04/1997,A,P_16cdaf9d,1,5,carmaker1
"=HYPERLINK(""https://youtu.be/7huvDPoLxMI"", ""Link"")",Episode content,0:10:01,GH,06/04/1997,A,P_16cdaf9d,2,5,carmaker1
"=HYPERLINK(""https://youtu.be/ArV5SqebUVM"", ""Link"")",Episode content,0:10:01,GH,06/04/1997,A,P_16cdaf9d,3,5,carmaker1
"=HYPERLINK(""https://youtu.be/T3jkW4NK7g0"", ""Link"")",Episode content,0:10:01,GH,06/04/1997,A,P_16cdaf9d,4,5,carmaker1
"=HYPERLINK(""https://youtu.be/QVKYBM1MxR8"", ""Link"")",Episode content,0:10:07,GH,06/04/1997,A,P_16cdaf9d,5,5,carmaker1
"=HYPERLINK(""https://youtu.be/TMXp6FVdO4Q"", ""Link"")",Episode - Bobbie Finds Out Carly Is Pregnant,0:42:57,GH,07/28/1997,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/0y32t5EULlM"", ""Link"")",Liz and Lucky at Webber House during Thanksgiving,0:00:59,GH,11/27/1997,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/kegwQFV2ZlE"", ""Link"")",Opening in Colors,0:00:45,GH,01/01/1998,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/vLnYfkx0NiE"", ""Link"")",Patrick Fabian,0:10:48,GH,01/01/1998,A,,1,1,theystartedonsoaps
"=HYPERLINK(""https://youtu.be/89t4MJd2wsE"", ""Link"")",Liz and Lucky at Wyndems,0:07:39,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/-H0kGT8ZOrk"", ""Link"")","Liz, Lucky first time at Eli's",0:04:04,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/3eVd5tkKw9U"", ""Link"")",Liz and Tom the rapist,0:00:38,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/VtgLqEAHePA"", ""Link"")",Liz and Lucky peeking at the Bacchanalia,0:01:43,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/9qSlIajiZvk"", ""Link"")",Liz and Lucky at the New Years Bachelor aunction part1,0:05:52,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/bw4D4sWljys"", ""Link"")",Lucky gets jealous of model hitting on Liz,0:03:21,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/dKS-OgXxZuk"", ""Link"")",Liz and Lucky prepare for nurses ball performance,0:00:49,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/1J7znxDqFcI"", ""Link"")",Liz and Lucky at the New Years Bachelor aunction part2,0:06:10,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/CrcMyliBIoA"", ""Link"")",Liz and Lucky at Nik's Birthday party,0:04:11,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/5L6w4Ozqmas"", ""Link"")",Liz and Lucky Noname date,0:05:52,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/6ZsIPZgdHDw"", ""Link"")",Liz and Lucky go to see his new apartment above Jason's shop,0:06:42,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/ekn9Fhny23Q"", ""Link"")",Liz deals with the rape's aftermath and tells Sarah,0:10:24,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/2wR9kOF5EZc"", ""Link"")",Liz and Lucky at the Nurse's Ball,0:08:05,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/Rx5KGzOVguM"", ""Link"")",Lucky helps Liz get a job,0:07:10,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/Ny7zsgV_9Bw"", ""Link"")",Lucky asks Liz to be his girl,0:07:26,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/kuPkH_SE5zM"", ""Link"")",Liz and Lucky try to trap Mr. Murty,0:07:26,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/AZiuEMvhPkI"", ""Link"")",Liz gives Lucky a guitar and he serenades her,0:05:39,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/eED9u4Bvtos"", ""Link"")",Lucky a hires hooker to save Liz from his feelings,0:09:11,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/kbeAC66_QE4"", ""Link"")",Lucky worries about Liz the day after she is raped,0:04:44,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/MDn3s8MPGqg"", ""Link"")",Lucky brings Liz her missed homework assignments,0:08:28,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/SPmHTPxV5aI"", ""Link"")",Liz and Lucky have a movie night,0:08:08,GH,01/01/1998,A,,1,1,gasux216
